externalCustomerId,firstName,lastName,email,phone,city,state,preferredChannel,loyaltyTier,consentWhatsApp,consentSms,consentEmail,consentRcs
MYN-CUST-00056,Priya,Singh,priya.singh.56@myntra.demo,9300000056,Mumbai,Maharashtra,EMAIL,BRONZE,True,True,False,False
MYN-CUST-00057,Ananya,Kumar,ananya.kumar.57@myntra.demo,9300000057,Hyderabad,Telangana,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00058,Rohan,Patel,rohan.patel.58@myntra.demo,9300000058,Pune,Maharashtra,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00059,Kiara,Kapoor,kiara.kapoor.59@myntra.demo,9300000059,Ahmedabad,Gujarat,SMS,SILVER,True,True,True,False
MYN-CUST-00060,Priya,Kumar,priya.kumar.60@myntra.demo,9300000060,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00061,Dev,Bose,dev.bose.61@myntra.demo,9300000061,Ahmedabad,Gujarat,SMS,BRONZE,True,True,True,False
MYN-CUST-00062,Karan,Verma,karan.verma.62@myntra.demo,9300000062,Delhi,Delhi,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00063,Kiara,Gupta,kiara.gupta.63@myntra.demo,9300000063,Hyderabad,Telangana,WHATSAPP,SILVER,True,False,True,True
MYN-CUST-00064,Aryan,Verma,aryan.verma.64@myntra.demo,9300000064,Chennai,Tamil Nadu,SMS,SILVER,True,True,False,True
MYN-CUST-00065,Aryan,Gupta,aryan.gupta.65@myntra.demo,9300000065,Hyderabad,Telangana,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00066,Nisha,Saxena,nisha.saxena.66@myntra.demo,9300000066,Mumbai,Maharashtra,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00067,Neha,Gupta,neha.gupta.67@myntra.demo,9300000067,Ahmedabad,Gujarat,SMS,GOLD,True,False,True,False
MYN-CUST-00068,Rohan,Iyer,rohan.iyer.68@myntra.demo,9300000068,Pune,Maharashtra,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00069,Tanya,Kapoor,tanya.kapoor.69@myntra.demo,9300000069,Bangalore,Karnataka,EMAIL,SILVER,True,True,False,False
MYN-CUST-00070,Aman,Verma,aman.verma.70@myntra.demo,9300000070,Hyderabad,Telangana,WHATSAPP,SILVER,True,True,False,False
MYN-CUST-00071,Aditi,Bose,aditi.bose.71@myntra.demo,9300000071,Kolkata,West Bengal,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00072,Ananya,Patel,ananya.patel.72@myntra.demo,9300000072,Pune,Maharashtra,RCS,BRONZE,True,True,True,False
MYN-CUST-00073,Yash,Kapoor,yash.kapoor.73@myntra.demo,9300000073,Kolkata,West Bengal,EMAIL,SILVER,True,True,True,True
MYN-CUST-00074,Rahul,Reddy,rahul.reddy.74@myntra.demo,9300000074,Bangalore,Karnataka,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00075,Yash,Jain,yash.jain.75@myntra.demo,9300000075,Bangalore,Karnataka,WHATSAPP,PLATINUM,False,False,True,False
MYN-CUST-00076,Ananya,Singh,ananya.singh.76@myntra.demo,9300000076,Delhi,Delhi,SMS,PLATINUM,True,True,False,False
MYN-CUST-00077,Pooja,Reddy,pooja.reddy.77@myntra.demo,9300000077,Ahmedabad,Gujarat,SMS,GOLD,True,True,True,True
MYN-CUST-00078,Kabir,Iyer,kabir.iyer.78@myntra.demo,9300000078,Chennai,Tamil Nadu,SMS,BRONZE,True,False,True,True
MYN-CUST-00079,Ananya,Sharma,ananya.sharma.79@myntra.demo,9300000079,Delhi,Delhi,EMAIL,GOLD,False,True,True,True
MYN-CUST-00080,Kiara,Das,kiara.das.80@myntra.demo,9300000080,Pune,Maharashtra,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00081,Ananya,Bose,ananya.bose.81@myntra.demo,9300000081,Kolkata,West Bengal,EMAIL,SILVER,True,True,True,False
MYN-CUST-00082,Ananya,Malhotra,ananya.malhotra.82@myntra.demo,9300000082,Pune,Maharashtra,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00083,Tanya,Patel,tanya.patel.83@myntra.demo,9300000083,Delhi,Delhi,SMS,BRONZE,True,True,False,False
MYN-CUST-00084,Kiara,Sharma,kiara.sharma.84@myntra.demo,9300000084,Pune,Maharashtra,RCS,BRONZE,True,True,True,True
MYN-CUST-00085,Aryan,Nair,aryan.nair.85@myntra.demo,9300000085,Hyderabad,Telangana,EMAIL,SILVER,True,True,True,False
MYN-CUST-00086,Neha,Sharma,neha.sharma.86@myntra.demo,9300000086,Pune,Maharashtra,RCS,BRONZE,True,False,False,True
MYN-CUST-00087,Arjun,Kumar,arjun.kumar.87@myntra.demo,9300000087,Mumbai,Maharashtra,WHATSAPP,GOLD,False,True,False,False
MYN-CUST-00088,Dev,Patel,dev.patel.88@myntra.demo,9300000088,Hyderabad,Telangana,WHATSAPP,BRONZE,True,False,False,False
MYN-CUST-00089,Ishaan,Sharma,ishaan.sharma.89@myntra.demo,9300000089,Hyderabad,Telangana,EMAIL,SILVER,False,True,True,True
MYN-CUST-00090,Ishaan,Mehta,ishaan.mehta.90@myntra.demo,9300000090,Delhi,Delhi,RCS,BRONZE,True,False,True,False
MYN-CUST-00091,Arjun,Iyer,arjun.iyer.91@myntra.demo,9300000091,Bangalore,Karnataka,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00092,Arjun,Malhotra,arjun.malhotra.92@myntra.demo,9300000092,Hyderabad,Telangana,EMAIL,SILVER,True,True,True,False
MYN-CUST-00093,Kabir,Kumar,kabir.kumar.93@myntra.demo,9300000093,Bangalore,Karnataka,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00094,Dev,Saxena,dev.saxena.94@myntra.demo,9300000094,Mumbai,Maharashtra,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00095,Rahul,Sharma,rahul.sharma.95@myntra.demo,9300000095,Delhi,Delhi,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00096,Aditi,Gupta,aditi.gupta.96@myntra.demo,9300000096,Bangalore,Karnataka,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00097,Ishaan,Iyer,ishaan.iyer.97@myntra.demo,9300000097,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00098,Kabir,Nair,kabir.nair.98@myntra.demo,9300000098,Delhi,Delhi,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00099,Rahul,Verma,rahul.verma.99@myntra.demo,9300000099,Bangalore,Karnataka,WHATSAPP,BRONZE,True,True,False,False
MYN-CUST-00100,Yash,Jain,yash.jain.100@myntra.demo,9300000100,Bangalore,Karnataka,EMAIL,SILVER,True,True,True,False
MYN-CUST-00101,Varun,Reddy,varun.reddy.101@myntra.demo,9300000101,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,False,False
MYN-CUST-00102,Arjun,Verma,arjun.verma.102@myntra.demo,9300000102,Delhi,Delhi,SMS,BRONZE,True,True,False,False
MYN-CUST-00103,Rahul,Saxena,rahul.saxena.103@myntra.demo,9300000103,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00104,Ananya,Gupta,ananya.gupta.104@myntra.demo,9300000104,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,False,True
MYN-CUST-00105,Neha,Mehta,neha.mehta.105@myntra.demo,9300000105,Mumbai,Maharashtra,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00106,Tanya,Verma,tanya.verma.106@myntra.demo,9300000106,Ahmedabad,Gujarat,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00107,Ananya,Kumar,ananya.kumar.107@myntra.demo,9300000107,Kolkata,West Bengal,EMAIL,BRONZE,True,False,True,False
MYN-CUST-00108,Simran,Singh,simran.singh.108@myntra.demo,9300000108,Mumbai,Maharashtra,SMS,GOLD,True,True,True,False
MYN-CUST-00109,Ananya,Bose,ananya.bose.109@myntra.demo,9300000109,Mumbai,Maharashtra,EMAIL,BRONZE,True,False,True,False
MYN-CUST-00110,Varun,Iyer,varun.iyer.110@myntra.demo,9300000110,Delhi,Delhi,EMAIL,GOLD,True,True,False,True
MYN-CUST-00111,Ishaan,Malhotra,ishaan.malhotra.111@myntra.demo,9300000111,Chennai,Tamil Nadu,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00112,Pooja,Das,pooja.das.112@myntra.demo,9300000112,Chennai,Tamil Nadu,EMAIL,SILVER,True,True,False,True
MYN-CUST-00113,Kabir,Saxena,kabir.saxena.113@myntra.demo,9300000113,Hyderabad,Telangana,SMS,PLATINUM,True,True,True,True
MYN-CUST-00114,Ishaan,Verma,ishaan.verma.114@myntra.demo,9300000114,Kolkata,West Bengal,SMS,BRONZE,True,True,True,True
MYN-CUST-00115,Dev,Jain,dev.jain.115@myntra.demo,9300000115,Mumbai,Maharashtra,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00116,Arjun,Saxena,arjun.saxena.116@myntra.demo,9300000116,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,False,True,True
MYN-CUST-00117,Ishaan,Saxena,ishaan.saxena.117@myntra.demo,9300000117,Kolkata,West Bengal,SMS,SILVER,True,False,True,False
MYN-CUST-00118,Meera,Iyer,meera.iyer.118@myntra.demo,9300000118,Pune,Maharashtra,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00119,Yash,Kumar,yash.kumar.119@myntra.demo,9300000119,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,False,True,True
MYN-CUST-00120,Neha,Kumar,neha.kumar.120@myntra.demo,9300000120,Pune,Maharashtra,WHATSAPP,SILVER,True,False,False,False
MYN-CUST-00121,Riya,Malhotra,riya.malhotra.121@myntra.demo,9300000121,Ahmedabad,Gujarat,EMAIL,BRONZE,False,True,True,False
MYN-CUST-00122,Ananya,Das,ananya.das.122@myntra.demo,9300000122,Hyderabad,Telangana,RCS,BRONZE,True,False,True,True
MYN-CUST-00123,Pooja,Malhotra,pooja.malhotra.123@myntra.demo,9300000123,Delhi,Delhi,EMAIL,SILVER,True,True,True,False
MYN-CUST-00124,Aman,Gupta,aman.gupta.124@myntra.demo,9300000124,Hyderabad,Telangana,WHATSAPP,BRONZE,True,False,True,True
MYN-CUST-00125,Dev,Kapoor,dev.kapoor.125@myntra.demo,9300000125,Pune,Maharashtra,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00126,Aditi,Bose,aditi.bose.126@myntra.demo,9300000126,Delhi,Delhi,SMS,GOLD,True,False,True,True
MYN-CUST-00127,Rohan,Malhotra,rohan.malhotra.127@myntra.demo,9300000127,Ahmedabad,Gujarat,RCS,GOLD,True,True,True,False
MYN-CUST-00128,Karan,Kapoor,karan.kapoor.128@myntra.demo,9300000128,Pune,Maharashtra,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00129,Nisha,Bose,nisha.bose.129@myntra.demo,9300000129,Chennai,Tamil Nadu,WHATSAPP,PLATINUM,False,False,True,False
MYN-CUST-00130,Aman,Malhotra,aman.malhotra.130@myntra.demo,9300000130,Ahmedabad,Gujarat,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00131,Meera,Gupta,meera.gupta.131@myntra.demo,9300000131,Kolkata,West Bengal,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00132,Priya,Singh,priya.singh.132@myntra.demo,9300000132,Pune,Maharashtra,SMS,GOLD,True,True,True,False
MYN-CUST-00133,Yash,Gupta,yash.gupta.133@myntra.demo,9300000133,Kolkata,West Bengal,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00134,Meera,Das,meera.das.134@myntra.demo,9300000134,Mumbai,Maharashtra,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00135,Riya,Kapoor,riya.kapoor.135@myntra.demo,9300000135,Bangalore,Karnataka,WHATSAPP,SILVER,True,False,False,False
MYN-CUST-00136,Riya,Reddy,riya.reddy.136@myntra.demo,9300000136,Kolkata,West Bengal,WHATSAPP,GOLD,True,False,True,False
MYN-CUST-00137,Karan,Patel,karan.patel.137@myntra.demo,9300000137,Hyderabad,Telangana,RCS,GOLD,True,True,True,True
MYN-CUST-00138,Karan,Jain,karan.jain.138@myntra.demo,9300000138,Hyderabad,Telangana,EMAIL,PLATINUM,True,True,True,True
MYN-CUST-00139,Pooja,Mehta,pooja.mehta.139@myntra.demo,9300000139,Bangalore,Karnataka,SMS,GOLD,True,True,True,False
MYN-CUST-00140,Samar,Reddy,samar.reddy.140@myntra.demo,9300000140,Mumbai,Maharashtra,WHATSAPP,PLATINUM,True,True,True,True
MYN-CUST-00141,Riya,Sharma,riya.sharma.141@myntra.demo,9300000141,Bangalore,Karnataka,EMAIL,GOLD,True,True,True,True
MYN-CUST-00142,Rohan,Jain,rohan.jain.142@myntra.demo,9300000142,Kolkata,West Bengal,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00143,Aditi,Verma,aditi.verma.143@myntra.demo,9300000143,Hyderabad,Telangana,WHATSAPP,BRONZE,False,True,False,True
MYN-CUST-00144,Rahul,Verma,rahul.verma.144@myntra.demo,9300000144,Chennai,Tamil Nadu,SMS,SILVER,False,True,True,True
MYN-CUST-00145,Simran,Kumar,simran.kumar.145@myntra.demo,9300000145,Kolkata,West Bengal,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00146,Pooja,Nair,pooja.nair.146@myntra.demo,9300000146,Mumbai,Maharashtra,WHATSAPP,SILVER,True,True,False,True
MYN-CUST-00147,Nisha,Mehta,nisha.mehta.147@myntra.demo,9300000147,Pune,Maharashtra,EMAIL,SILVER,True,True,True,False
MYN-CUST-00148,Nisha,Nair,nisha.nair.148@myntra.demo,9300000148,Delhi,Delhi,SMS,BRONZE,True,True,False,False
MYN-CUST-00149,Simran,Reddy,simran.reddy.149@myntra.demo,9300000149,Bangalore,Karnataka,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00150,Neha,Kumar,neha.kumar.150@myntra.demo,9300000150,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,False,True
MYN-CUST-00151,Meera,Singh,meera.singh.151@myntra.demo,9300000151,Mumbai,Maharashtra,SMS,BRONZE,True,True,False,True
MYN-CUST-00152,Riya,Jain,riya.jain.152@myntra.demo,9300000152,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00153,Simran,Reddy,simran.reddy.153@myntra.demo,9300000153,Bangalore,Karnataka,EMAIL,BRONZE,True,True,True,True
MYN-CUST-00154,Yash,Verma,yash.verma.154@myntra.demo,9300000154,Pune,Maharashtra,WHATSAPP,SILVER,False,True,False,False
MYN-CUST-00155,Simran,Gupta,simran.gupta.155@myntra.demo,9300000155,Kolkata,West Bengal,RCS,SILVER,False,True,True,False
MYN-CUST-00156,Sneha,Verma,sneha.verma.156@myntra.demo,9300000156,Chennai,Tamil Nadu,SMS,BRONZE,True,True,True,True
MYN-CUST-00157,Ananya,Nair,ananya.nair.157@myntra.demo,9300000157,Bangalore,Karnataka,SMS,SILVER,True,True,True,True
MYN-CUST-00158,Arjun,Gupta,arjun.gupta.158@myntra.demo,9300000158,Bangalore,Karnataka,WHATSAPP,SILVER,True,False,False,True
MYN-CUST-00159,Ishaan,Kumar,ishaan.kumar.159@myntra.demo,9300000159,Ahmedabad,Gujarat,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00160,Meera,Kapoor,meera.kapoor.160@myntra.demo,9300000160,Pune,Maharashtra,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00161,Varun,Malhotra,varun.malhotra.161@myntra.demo,9300000161,Hyderabad,Telangana,SMS,GOLD,True,True,True,True
MYN-CUST-00162,Tanya,Kumar,tanya.kumar.162@myntra.demo,9300000162,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00163,Karan,Mehta,karan.mehta.163@myntra.demo,9300000163,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,False,False
MYN-CUST-00164,Samar,Das,samar.das.164@myntra.demo,9300000164,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00165,Kabir,Patel,kabir.patel.165@myntra.demo,9300000165,Bangalore,Karnataka,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00166,Neha,Nair,neha.nair.166@myntra.demo,9300000166,Kolkata,West Bengal,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00167,Ananya,Malhotra,ananya.malhotra.167@myntra.demo,9300000167,Mumbai,Maharashtra,RCS,BRONZE,True,True,True,True
MYN-CUST-00168,Nisha,Saxena,nisha.saxena.168@myntra.demo,9300000168,Kolkata,West Bengal,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00169,Pooja,Singh,pooja.singh.169@myntra.demo,9300000169,Delhi,Delhi,EMAIL,GOLD,True,True,True,True
MYN-CUST-00170,Nisha,Reddy,nisha.reddy.170@myntra.demo,9300000170,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00171,Riya,Kapoor,riya.kapoor.171@myntra.demo,9300000171,Kolkata,West Bengal,EMAIL,BRONZE,False,True,True,True
MYN-CUST-00172,Aman,Mehta,aman.mehta.172@myntra.demo,9300000172,Mumbai,Maharashtra,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00173,Sneha,Verma,sneha.verma.173@myntra.demo,9300000173,Pune,Maharashtra,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00174,Neha,Saxena,neha.saxena.174@myntra.demo,9300000174,Bangalore,Karnataka,WHATSAPP,BRONZE,True,False,True,False
MYN-CUST-00175,Nisha,Reddy,nisha.reddy.175@myntra.demo,9300000175,Kolkata,West Bengal,EMAIL,BRONZE,True,True,False,True
MYN-CUST-00176,Riya,Saxena,riya.saxena.176@myntra.demo,9300000176,Pune,Maharashtra,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00177,Neha,Kumar,neha.kumar.177@myntra.demo,9300000177,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00178,Neha,Kumar,neha.kumar.178@myntra.demo,9300000178,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00179,Riya,Saxena,riya.saxena.179@myntra.demo,9300000179,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00180,Kabir,Singh,kabir.singh.180@myntra.demo,9300000180,Chennai,Tamil Nadu,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00181,Neha,Kapoor,neha.kapoor.181@myntra.demo,9300000181,Pune,Maharashtra,WHATSAPP,BRONZE,False,True,True,True
MYN-CUST-00182,Rohan,Verma,rohan.verma.182@myntra.demo,9300000182,Ahmedabad,Gujarat,EMAIL,GOLD,True,True,True,False
MYN-CUST-00183,Varun,Bose,varun.bose.183@myntra.demo,9300000183,Delhi,Delhi,WHATSAPP,GOLD,True,False,True,True
MYN-CUST-00184,Neha,Nair,neha.nair.184@myntra.demo,9300000184,Pune,Maharashtra,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00185,Arjun,Singh,arjun.singh.185@myntra.demo,9300000185,Delhi,Delhi,WHATSAPP,BRONZE,True,True,False,False
MYN-CUST-00186,Priya,Malhotra,priya.malhotra.186@myntra.demo,9300000186,Delhi,Delhi,WHATSAPP,PLATINUM,False,True,True,True
MYN-CUST-00187,Aman,Nair,aman.nair.187@myntra.demo,9300000187,Delhi,Delhi,WHATSAPP,BRONZE,True,True,False,True
