externalOrderId,externalCustomerId,customerEmail,customerPhone,orderDate,orderValue,currency,category,productName,quantity,status
NYK-ORD-00005-02,NYK-CUST-00005,simran.reddy.5@nykaa.demo,9200000005,2025-12-15,4107,INR,Makeup,Sheet Mask,2,COMPLETED
NYK-ORD-00006-01,NYK-CUST-00006,rahul.patel.6@nykaa.demo,9200000006,2026-02-05,1612,INR,Skincare,Kajal Pencil,3,COMPLETED
NYK-ORD-00006-02,NYK-CUST-00006,rahul.patel.6@nykaa.demo,9200000006,2025-05-09,3415,INR,Wellness,Sheet Mask,1,COMPLETED
NYK-ORD-00006-03,NYK-CUST-00006,rahul.patel.6@nykaa.demo,9200000006,2025-12-16,1168,INR,Fragrance,Matte Lipstick,2,COMPLETED
NYK-ORD-00006-04,NYK-CUST-00006,rahul.patel.6@nykaa.demo,9200000006,2025-11-21,2090,INR,Wellness,Kajal Pencil,2,COMPLETED
NYK-ORD-00007-01,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2025-04-17,3828,INR,Haircare,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00007-02,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2026-05-05,3191,INR,Fragrance,Floral Perfume,2,COMPLETED
NYK-ORD-00007-03,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2026-02-17,5335,INR,Wellness,Vitamin C Serum,1,COMPLETED
NYK-ORD-00007-04,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2025-12-07,3134,INR,Makeup,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00007-05,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2025-08-08,3611,INR,Skincare,Floral Perfume,1,COMPLETED
NYK-ORD-00007-06,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2025-09-28,1889,INR,Makeup,Matte Lipstick,1,COMPLETED
NYK-ORD-00007-07,NYK-CUST-00007,aryan.gupta.7@nykaa.demo,9200000007,2025-10-31,1110,INR,Makeup,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00008-01,NYK-CUST-00008,tanya.reddy.8@nykaa.demo,9200000008,2025-06-26,4588,INR,Makeup,Repair Shampoo,1,COMPLETED
NYK-ORD-00008-02,NYK-CUST-00008,tanya.reddy.8@nykaa.demo,9200000008,2026-04-29,3186,INR,Fragrance,Sheet Mask,3,COMPLETED
NYK-ORD-00009-01,NYK-CUST-00009,samar.mehta.9@nykaa.demo,9200000009,2025-05-12,796,INR,Fragrance,Repair Shampoo,2,COMPLETED
NYK-ORD-00009-02,NYK-CUST-00009,samar.mehta.9@nykaa.demo,9200000009,2025-05-27,1299,INR,Fragrance,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00009-03,NYK-CUST-00009,samar.mehta.9@nykaa.demo,9200000009,2025-12-02,4229,INR,Fragrance,Floral Perfume,3,COMPLETED
NYK-ORD-00009-04,NYK-CUST-00009,samar.mehta.9@nykaa.demo,9200000009,2025-09-10,3338,INR,Haircare,Sheet Mask,1,COMPLETED
NYK-ORD-00010-01,NYK-CUST-00010,rahul.bose.10@nykaa.demo,9200000010,2025-10-21,3912,INR,Wellness,Kajal Pencil,1,COMPLETED
NYK-ORD-00010-02,NYK-CUST-00010,rahul.bose.10@nykaa.demo,9200000010,2026-05-21,1345,INR,Fragrance,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00010-03,NYK-CUST-00010,rahul.bose.10@nykaa.demo,9200000010,2026-05-16,5259,INR,Fragrance,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00010-04,NYK-CUST-00010,rahul.bose.10@nykaa.demo,9200000010,2025-11-05,3114,INR,Haircare,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00010-05,NYK-CUST-00010,rahul.bose.10@nykaa.demo,9200000010,2025-04-17,542,INR,Haircare,Sheet Mask,3,COMPLETED
NYK-ORD-00011-01,NYK-CUST-00011,meera.reddy.11@nykaa.demo,9200000011,2025-11-20,2386,INR,Wellness,Kajal Pencil,1,COMPLETED
NYK-ORD-00012-01,NYK-CUST-00012,riya.mehta.12@nykaa.demo,9200000012,2025-10-19,682,INR,Wellness,Floral Perfume,1,COMPLETED
NYK-ORD-00012-02,NYK-CUST-00012,riya.mehta.12@nykaa.demo,9200000012,2026-05-22,1552,INR,Haircare,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00013-01,NYK-CUST-00013,samar.mehta.13@nykaa.demo,9200000013,2025-07-11,999,INR,Haircare,Kajal Pencil,2,COMPLETED
NYK-ORD-00013-02,NYK-CUST-00013,samar.mehta.13@nykaa.demo,9200000013,2026-03-04,5026,INR,Skincare,Sheet Mask,2,COMPLETED
NYK-ORD-00014-01,NYK-CUST-00014,arjun.nair.14@nykaa.demo,9200000014,2026-05-18,5303,INR,Wellness,Kajal Pencil,2,COMPLETED
NYK-ORD-00014-02,NYK-CUST-00014,arjun.nair.14@nykaa.demo,9200000014,2026-01-16,2583,INR,Makeup,Kajal Pencil,1,COMPLETED
NYK-ORD-00014-03,NYK-CUST-00014,arjun.nair.14@nykaa.demo,9200000014,2026-06-01,3744,INR,Fragrance,Matte Lipstick,3,COMPLETED
NYK-ORD-00015-01,NYK-CUST-00015,sneha.malhotra.15@nykaa.demo,9200000015,2026-01-14,5341,INR,Skincare,Floral Perfume,2,COMPLETED
NYK-ORD-00015-02,NYK-CUST-00015,sneha.malhotra.15@nykaa.demo,9200000015,2025-07-20,5226,INR,Wellness,Repair Shampoo,2,COMPLETED
NYK-ORD-00016-01,NYK-CUST-00016,yash.gupta.16@nykaa.demo,9200000016,2025-09-11,1742,INR,Fragrance,Matte Lipstick,3,COMPLETED
NYK-ORD-00016-02,NYK-CUST-00016,yash.gupta.16@nykaa.demo,9200000016,2025-11-16,614,INR,Fragrance,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00016-03,NYK-CUST-00016,yash.gupta.16@nykaa.demo,9200000016,2025-07-22,4335,INR,Wellness,Vitamin C Serum,3,COMPLETED
NYK-ORD-00016-04,NYK-CUST-00016,yash.gupta.16@nykaa.demo,9200000016,2026-02-24,4688,INR,Haircare,Vitamin C Serum,2,COMPLETED
NYK-ORD-00016-05,NYK-CUST-00016,yash.gupta.16@nykaa.demo,9200000016,2025-05-22,2933,INR,Haircare,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00016-06,NYK-CUST-00016,yash.gupta.16@nykaa.demo,9200000016,2026-03-23,5468,INR,Fragrance,Vitamin C Serum,3,COMPLETED
NYK-ORD-00017-01,NYK-CUST-00017,rahul.jain.17@nykaa.demo,9200000017,2025-11-29,5323,INR,Wellness,Matte Lipstick,1,COMPLETED
NYK-ORD-00017-02,NYK-CUST-00017,rahul.jain.17@nykaa.demo,9200000017,2026-02-19,2081,INR,Skincare,Repair Shampoo,1,COMPLETED
NYK-ORD-00017-03,NYK-CUST-00017,rahul.jain.17@nykaa.demo,9200000017,2026-03-11,1653,INR,Wellness,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00017-04,NYK-CUST-00017,rahul.jain.17@nykaa.demo,9200000017,2025-11-13,3233,INR,Fragrance,Floral Perfume,1,COMPLETED
NYK-ORD-00018-01,NYK-CUST-00018,dev.malhotra.18@nykaa.demo,9200000018,2025-11-22,2194,INR,Wellness,Floral Perfume,2,COMPLETED
NYK-ORD-00018-02,NYK-CUST-00018,dev.malhotra.18@nykaa.demo,9200000018,2025-10-16,2695,INR,Fragrance,Sheet Mask,2,COMPLETED
NYK-ORD-00018-03,NYK-CUST-00018,dev.malhotra.18@nykaa.demo,9200000018,2026-03-12,3627,INR,Makeup,Sheet Mask,2,COMPLETED
NYK-ORD-00018-04,NYK-CUST-00018,dev.malhotra.18@nykaa.demo,9200000018,2025-12-21,4151,INR,Skincare,Floral Perfume,3,COMPLETED
NYK-ORD-00018-05,NYK-CUST-00018,dev.malhotra.18@nykaa.demo,9200000018,2026-04-21,3490,INR,Makeup,Kajal Pencil,3,COMPLETED
NYK-ORD-00019-01,NYK-CUST-00019,kiara.bose.19@nykaa.demo,9200000019,2025-11-13,537,INR,Wellness,Kajal Pencil,2,COMPLETED
NYK-ORD-00019-02,NYK-CUST-00019,kiara.bose.19@nykaa.demo,9200000019,2026-03-17,5013,INR,Wellness,Matte Lipstick,3,COMPLETED
NYK-ORD-00019-03,NYK-CUST-00019,kiara.bose.19@nykaa.demo,9200000019,2026-04-25,3383,INR,Fragrance,Kajal Pencil,1,COMPLETED
NYK-ORD-00019-04,NYK-CUST-00019,kiara.bose.19@nykaa.demo,9200000019,2025-07-11,3539,INR,Wellness,Sheet Mask,3,COMPLETED
NYK-ORD-00019-05,NYK-CUST-00019,kiara.bose.19@nykaa.demo,9200000019,2026-03-04,1672,INR,Wellness,Sheet Mask,2,COMPLETED
NYK-ORD-00020-01,NYK-CUST-00020,karan.nair.20@nykaa.demo,9200000020,2026-02-05,5291,INR,Fragrance,Repair Shampoo,2,COMPLETED
NYK-ORD-00020-02,NYK-CUST-00020,karan.nair.20@nykaa.demo,9200000020,2026-03-12,4129,INR,Makeup,Sheet Mask,3,COMPLETED
NYK-ORD-00020-03,NYK-CUST-00020,karan.nair.20@nykaa.demo,9200000020,2025-08-05,3063,INR,Skincare,Sheet Mask,1,COMPLETED
NYK-ORD-00020-04,NYK-CUST-00020,karan.nair.20@nykaa.demo,9200000020,2025-06-06,922,INR,Makeup,Repair Shampoo,1,COMPLETED
NYK-ORD-00020-05,NYK-CUST-00020,karan.nair.20@nykaa.demo,9200000020,2025-06-29,3678,INR,Skincare,Kajal Pencil,3,COMPLETED
NYK-ORD-00021-01,NYK-CUST-00021,rohan.gupta.21@nykaa.demo,9200000021,2025-10-07,839,INR,Skincare,Repair Shampoo,2,COMPLETED
NYK-ORD-00021-02,NYK-CUST-00021,rohan.gupta.21@nykaa.demo,9200000021,2025-06-04,676,INR,Fragrance,Sheet Mask,2,COMPLETED
NYK-ORD-00021-03,NYK-CUST-00021,rohan.gupta.21@nykaa.demo,9200000021,2025-09-22,3954,INR,Fragrance,Kajal Pencil,2,COMPLETED
NYK-ORD-00021-04,NYK-CUST-00021,rohan.gupta.21@nykaa.demo,9200000021,2026-03-28,2500,INR,Skincare,Vitamin C Serum,3,COMPLETED
NYK-ORD-00021-05,NYK-CUST-00021,rohan.gupta.21@nykaa.demo,9200000021,2026-03-16,3352,INR,Skincare,Kajal Pencil,2,COMPLETED
NYK-ORD-00022-01,NYK-CUST-00022,aryan.kumar.22@nykaa.demo,9200000022,2026-02-05,2479,INR,Fragrance,Sheet Mask,2,COMPLETED
NYK-ORD-00022-02,NYK-CUST-00022,aryan.kumar.22@nykaa.demo,9200000022,2025-10-26,3058,INR,Haircare,Kajal Pencil,2,COMPLETED
NYK-ORD-00022-03,NYK-CUST-00022,aryan.kumar.22@nykaa.demo,9200000022,2026-01-21,5219,INR,Haircare,Floral Perfume,1,COMPLETED
NYK-ORD-00022-04,NYK-CUST-00022,aryan.kumar.22@nykaa.demo,9200000022,2025-09-16,2712,INR,Makeup,Matte Lipstick,1,COMPLETED
NYK-ORD-00022-05,NYK-CUST-00022,aryan.kumar.22@nykaa.demo,9200000022,2025-08-26,3321,INR,Makeup,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00022-06,NYK-CUST-00022,aryan.kumar.22@nykaa.demo,9200000022,2025-06-09,1646,INR,Haircare,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00023-01,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2025-07-19,2217,INR,Fragrance,Hydrating Face Cream,1,COMPLETED
NYK-ORD-00023-02,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2026-01-06,1565,INR,Makeup,Floral Perfume,3,COMPLETED
NYK-ORD-00023-03,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2025-12-06,4516,INR,Skincare,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00023-04,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2025-10-09,5416,INR,Wellness,Repair Shampoo,1,COMPLETED
NYK-ORD-00023-05,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2026-03-23,5159,INR,Haircare,Kajal Pencil,3,COMPLETED
NYK-ORD-00023-06,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2025-12-01,3446,INR,Haircare,Floral Perfume,2,COMPLETED
NYK-ORD-00023-07,NYK-CUST-00023,kiara.das.23@nykaa.demo,9200000023,2025-09-15,4298,INR,Makeup,Sheet Mask,1,COMPLETED
NYK-ORD-00024-01,NYK-CUST-00024,rohan.gupta.24@nykaa.demo,9200000024,2026-03-02,3270,INR,Skincare,Kajal Pencil,2,COMPLETED
NYK-ORD-00024-02,NYK-CUST-00024,rohan.gupta.24@nykaa.demo,9200000024,2025-07-19,449,INR,Fragrance,Floral Perfume,3,COMPLETED
NYK-ORD-00024-03,NYK-CUST-00024,rohan.gupta.24@nykaa.demo,9200000024,2025-05-27,2009,INR,Wellness,Matte Lipstick,2,COMPLETED
NYK-ORD-00024-04,NYK-CUST-00024,rohan.gupta.24@nykaa.demo,9200000024,2025-07-25,1159,INR,Skincare,Repair Shampoo,2,COMPLETED
NYK-ORD-00024-05,NYK-CUST-00024,rohan.gupta.24@nykaa.demo,9200000024,2026-01-23,4882,INR,Wellness,Vitamin C Serum,3,COMPLETED
NYK-ORD-00024-06,NYK-CUST-00024,rohan.gupta.24@nykaa.demo,9200000024,2026-05-01,808,INR,Wellness,Sheet Mask,2,COMPLETED
NYK-ORD-00025-01,NYK-CUST-00025,neha.nair.25@nykaa.demo,9200000025,2025-08-03,2527,INR,Makeup,Vitamin C Serum,3,COMPLETED
NYK-ORD-00025-02,NYK-CUST-00025,neha.nair.25@nykaa.demo,9200000025,2025-05-26,1906,INR,Haircare,Vitamin C Serum,3,COMPLETED
NYK-ORD-00025-03,NYK-CUST-00025,neha.nair.25@nykaa.demo,9200000025,2025-09-16,2830,INR,Skincare,Matte Lipstick,1,COMPLETED
NYK-ORD-00025-04,NYK-CUST-00025,neha.nair.25@nykaa.demo,9200000025,2026-02-06,5147,INR,Makeup,Matte Lipstick,3,COMPLETED
NYK-ORD-00026-01,NYK-CUST-00026,rohan.patel.26@nykaa.demo,9200000026,2026-04-20,4793,INR,Fragrance,Matte Lipstick,3,COMPLETED
NYK-ORD-00027-01,NYK-CUST-00027,ananya.saxena.27@nykaa.demo,9200000027,2025-07-20,5383,INR,Wellness,Sheet Mask,2,COMPLETED
NYK-ORD-00027-02,NYK-CUST-00027,ananya.saxena.27@nykaa.demo,9200000027,2025-05-20,3685,INR,Skincare,Hydrating Face Cream,3,COMPLETED
NYK-ORD-00028-01,NYK-CUST-00028,meera.saxena.28@nykaa.demo,9200000028,2025-08-27,4471,INR,Haircare,Kajal Pencil,2,COMPLETED
NYK-ORD-00028-02,NYK-CUST-00028,meera.saxena.28@nykaa.demo,9200000028,2025-05-19,1842,INR,Fragrance,Vitamin C Serum,2,COMPLETED
NYK-ORD-00028-03,NYK-CUST-00028,meera.saxena.28@nykaa.demo,9200000028,2025-09-23,4204,INR,Skincare,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00029-01,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2025-05-08,1240,INR,Makeup,Matte Lipstick,1,COMPLETED
NYK-ORD-00029-02,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2025-09-27,2851,INR,Makeup,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00029-03,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2026-04-19,2808,INR,Wellness,Repair Shampoo,3,COMPLETED
NYK-ORD-00029-04,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2025-07-01,1616,INR,Makeup,Floral Perfume,2,COMPLETED
NYK-ORD-00029-05,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2025-05-14,3595,INR,Makeup,Matte Lipstick,1,COMPLETED
NYK-ORD-00029-06,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2025-07-06,1637,INR,Makeup,Floral Perfume,2,COMPLETED
NYK-ORD-00029-07,NYK-CUST-00029,rahul.reddy.29@nykaa.demo,9200000029,2025-07-11,5226,INR,Wellness,Repair Shampoo,2,COMPLETED
NYK-ORD-00030-01,NYK-CUST-00030,samar.malhotra.30@nykaa.demo,9200000030,2026-01-04,3834,INR,Haircare,Repair Shampoo,3,COMPLETED
NYK-ORD-00030-02,NYK-CUST-00030,samar.malhotra.30@nykaa.demo,9200000030,2025-11-09,396,INR,Fragrance,Sheet Mask,2,COMPLETED
NYK-ORD-00030-03,NYK-CUST-00030,samar.malhotra.30@nykaa.demo,9200000030,2025-12-11,1496,INR,Skincare,Repair Shampoo,2,COMPLETED
NYK-ORD-00031-01,NYK-CUST-00031,meera.sharma.31@nykaa.demo,9200000031,2025-05-28,1983,INR,Wellness,Floral Perfume,1,COMPLETED
NYK-ORD-00031-02,NYK-CUST-00031,meera.sharma.31@nykaa.demo,9200000031,2025-10-28,2594,INR,Wellness,Floral Perfume,1,COMPLETED
NYK-ORD-00031-03,NYK-CUST-00031,meera.sharma.31@nykaa.demo,9200000031,2026-03-20,3016,INR,Skincare,Matte Lipstick,3,COMPLETED
NYK-ORD-00032-01,NYK-CUST-00032,rohan.saxena.32@nykaa.demo,9200000032,2026-04-20,809,INR,Fragrance,Vitamin C Serum,3,COMPLETED
NYK-ORD-00032-02,NYK-CUST-00032,rohan.saxena.32@nykaa.demo,9200000032,2025-09-08,3376,INR,Haircare,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00032-03,NYK-CUST-00032,rohan.saxena.32@nykaa.demo,9200000032,2025-10-12,1450,INR,Haircare,Vitamin C Serum,3,COMPLETED
NYK-ORD-00032-04,NYK-CUST-00032,rohan.saxena.32@nykaa.demo,9200000032,2025-05-10,3739,INR,Skincare,Hydrating Face Cream,1,COMPLETED
NYK-ORD-00032-05,NYK-CUST-00032,rohan.saxena.32@nykaa.demo,9200000032,2026-01-08,5052,INR,Makeup,Floral Perfume,1,COMPLETED
NYK-ORD-00033-01,NYK-CUST-00033,yash.singh.33@nykaa.demo,9200000033,2025-05-12,907,INR,Makeup,Sheet Mask,3,COMPLETED
NYK-ORD-00034-01,NYK-CUST-00034,pooja.kumar.34@nykaa.demo,9200000034,2025-06-15,2471,INR,Makeup,Kajal Pencil,2,COMPLETED
NYK-ORD-00034-02,NYK-CUST-00034,pooja.kumar.34@nykaa.demo,9200000034,2026-05-30,1499,INR,Wellness,Kajal Pencil,1,COMPLETED
NYK-ORD-00034-03,NYK-CUST-00034,pooja.kumar.34@nykaa.demo,9200000034,2025-11-20,4334,INR,Fragrance,Repair Shampoo,1,COMPLETED
NYK-ORD-00035-01,NYK-CUST-00035,simran.verma.35@nykaa.demo,9200000035,2025-12-22,899,INR,Haircare,Floral Perfume,3,COMPLETED
NYK-ORD-00035-02,NYK-CUST-00035,simran.verma.35@nykaa.demo,9200000035,2026-04-24,4923,INR,Skincare,Floral Perfume,1,COMPLETED
NYK-ORD-00035-03,NYK-CUST-00035,simran.verma.35@nykaa.demo,9200000035,2025-04-28,4556,INR,Wellness,Matte Lipstick,1,COMPLETED
NYK-ORD-00035-04,NYK-CUST-00035,simran.verma.35@nykaa.demo,9200000035,2025-08-02,1913,INR,Wellness,Repair Shampoo,1,COMPLETED
NYK-ORD-00036-01,NYK-CUST-00036,aryan.bose.36@nykaa.demo,9200000036,2025-09-13,3892,INR,Haircare,Repair Shampoo,1,COMPLETED
NYK-ORD-00036-02,NYK-CUST-00036,aryan.bose.36@nykaa.demo,9200000036,2026-01-11,402,INR,Fragrance,Floral Perfume,3,COMPLETED
NYK-ORD-00036-03,NYK-CUST-00036,aryan.bose.36@nykaa.demo,9200000036,2026-06-06,2195,INR,Fragrance,Vitamin C Serum,2,COMPLETED
NYK-ORD-00036-04,NYK-CUST-00036,aryan.bose.36@nykaa.demo,9200000036,2026-01-29,2175,INR,Fragrance,Matte Lipstick,3,COMPLETED
NYK-ORD-00036-05,NYK-CUST-00036,aryan.bose.36@nykaa.demo,9200000036,2025-10-19,1991,INR,Haircare,Floral Perfume,3,COMPLETED
NYK-ORD-00037-01,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2025-12-14,917,INR,Makeup,Floral Perfume,2,COMPLETED
NYK-ORD-00037-02,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2025-07-09,2060,INR,Haircare,Matte Lipstick,1,COMPLETED
NYK-ORD-00037-03,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2025-11-05,2570,INR,Haircare,Matte Lipstick,1,COMPLETED
NYK-ORD-00037-04,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2025-12-11,573,INR,Makeup,Sheet Mask,1,COMPLETED
NYK-ORD-00037-05,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2025-11-30,558,INR,Fragrance,Vitamin C Serum,2,COMPLETED
NYK-ORD-00037-06,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2026-05-16,4010,INR,Makeup,Repair Shampoo,2,COMPLETED
NYK-ORD-00037-07,NYK-CUST-00037,karan.iyer.37@nykaa.demo,9200000037,2026-02-25,3467,INR,Fragrance,Matte Lipstick,3,COMPLETED
NYK-ORD-00038-01,NYK-CUST-00038,kabir.singh.38@nykaa.demo,9200000038,2025-05-23,2945,INR,Wellness,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00038-02,NYK-CUST-00038,kabir.singh.38@nykaa.demo,9200000038,2026-04-25,4502,INR,Makeup,Matte Lipstick,2,COMPLETED
NYK-ORD-00038-03,NYK-CUST-00038,kabir.singh.38@nykaa.demo,9200000038,2025-09-23,1267,INR,Fragrance,Hydrating Face Cream,2,COMPLETED
NYK-ORD-00038-04,NYK-CUST-00038,kabir.singh.38@nykaa.demo,9200000038,2025-11-28,3790,INR,Skincare,Vitamin C Serum,2,COMPLETED
NYK-ORD-00038-05,NYK-CUST-00038,kabir.singh.38@nykaa.demo,9200000038,2025-12-08,2889,INR,Skincare,Hydrating Face Cream,1,COMPLETED
NYK-ORD-00038-06,NYK-CUST-00038,kabir.singh.38@nykaa.demo,9200000038,2025-07-12,2813,INR,Fragrance,Sheet Mask,1,COMPLETED
NYK-ORD-00039-01,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2025-08-25,425,INR,Makeup,Matte Lipstick,1,COMPLETED
NYK-ORD-00039-02,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2026-03-31,4198,INR,Wellness,Matte Lipstick,1,COMPLETED
NYK-ORD-00039-03,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2025-04-26,2068,INR,Skincare,Floral Perfume,3,COMPLETED
NYK-ORD-00039-04,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2025-07-29,3748,INR,Haircare,Hydrating Face Cream,1,COMPLETED
NYK-ORD-00039-05,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2026-03-13,4598,INR,Fragrance,Matte Lipstick,1,COMPLETED
NYK-ORD-00039-06,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2026-04-15,1680,INR,Makeup,Hydrating Face Cream,1,COMPLETED
NYK-ORD-00039-07,NYK-CUST-00039,pooja.singh.39@nykaa.demo,9200000039,2026-01-05,3656,INR,Fragrance,Matte Lipstick,3,COMPLETED
NYK-ORD-00040-01,NYK-CUST-00040,karan.malhotra.40@nykaa.demo,9200000040,2025-11-29,5252,INR,Skincare,Floral Perfume,3,COMPLETED
NYK-ORD-00040-02,NYK-CUST-00040,karan.malhotra.40@nykaa.demo,9200000040,2026-03-22,1170,INR,Wellness,Matte Lipstick,1,COMPLETED
NYK-ORD-00040-03,NYK-CUST-00040,karan.malhotra.40@nykaa.demo,9200000040,2026-04-24,3789,INR,Haircare,Matte Lipstick,1,COMPLETED
NYK-ORD-00040-04,NYK-CUST-00040,karan.malhotra.40@nykaa.demo,9200000040,2025-10-16,3750,INR,Skincare,Repair Shampoo,3,COMPLETED
NYK-ORD-00041-01,NYK-CUST-00041,aditi.iyer.41@nykaa.demo,9200000041,2025-10-01,5029,INR,Skincare,Repair Shampoo,1,COMPLETED
NYK-ORD-00041-02,NYK-CUST-00041,aditi.iyer.41@nykaa.demo,9200000041,2025-09-20,1413,INR,Makeup,Matte Lipstick,1,COMPLETED
