externalOrderId,externalCustomerId,customerEmail,customerPhone,orderDate,orderValue,currency,category,productName,quantity,status
MYN-ORD-00018-01,MYN-CUST-00018,ananya.saxena.18@myntra.demo,9300000018,2025-04-28,6263,INR,Accessories,Leather Handbag,2,COMPLETED
MYN-ORD-00019-01,MYN-CUST-00019,riya.verma.19@myntra.demo,9300000019,2026-01-17,5337,INR,Denim,Summer Floral Dress,3,COMPLETED
MYN-ORD-00020-01,MYN-CUST-00020,pooja.singh.20@myntra.demo,9300000020,2025-11-09,1575,INR,Denim,Premium Blazer,2,COMPLETED
MYN-ORD-00020-02,MYN-CUST-00020,pooja.singh.20@myntra.demo,9300000020,2025-05-24,1192,INR,Accessories,Summer Floral Dress,3,COMPLETED
MYN-ORD-00020-03,MYN-CUST-00020,pooja.singh.20@myntra.demo,9300000020,2026-02-04,2991,INR,Accessories,Summer Floral Dress,1,COMPLETED
MYN-ORD-00020-04,MYN-CUST-00020,pooja.singh.20@myntra.demo,9300000020,2025-05-12,2243,INR,Dresses,Premium Blazer,2,COMPLETED
MYN-ORD-00020-05,MYN-CUST-00020,pooja.singh.20@myntra.demo,9300000020,2025-12-24,3076,INR,Accessories,Linen Shirt,3,COMPLETED
MYN-ORD-00021-01,MYN-CUST-00021,meera.iyer.21@myntra.demo,9300000021,2026-02-25,5052,INR,Accessories,Summer Floral Dress,2,COMPLETED
MYN-ORD-00021-02,MYN-CUST-00021,meera.iyer.21@myntra.demo,9300000021,2025-12-27,7048,INR,Dresses,Summer Floral Dress,2,COMPLETED
MYN-ORD-00021-03,MYN-CUST-00021,meera.iyer.21@myntra.demo,9300000021,2025-06-16,1307,INR,Dresses,Premium Blazer,2,COMPLETED
MYN-ORD-00021-04,MYN-CUST-00021,meera.iyer.21@myntra.demo,9300000021,2026-04-02,7011,INR,Dresses,Slim Fit Denim,3,COMPLETED
MYN-ORD-00022-01,MYN-CUST-00022,kabir.das.22@myntra.demo,9300000022,2026-01-13,1353,INR,Premium Wear,Summer Floral Dress,1,COMPLETED
MYN-ORD-00022-02,MYN-CUST-00022,kabir.das.22@myntra.demo,9300000022,2025-09-10,4363,INR,Sneakers,Premium Blazer,3,COMPLETED
MYN-ORD-00022-03,MYN-CUST-00022,kabir.das.22@myntra.demo,9300000022,2026-04-02,4569,INR,Ethnic Wear,Casual Sneakers,3,COMPLETED
MYN-ORD-00022-04,MYN-CUST-00022,kabir.das.22@myntra.demo,9300000022,2025-08-03,2345,INR,Dresses,Premium Blazer,2,COMPLETED
MYN-ORD-00022-05,MYN-CUST-00022,kabir.das.22@myntra.demo,9300000022,2025-09-22,3618,INR,Denim,Premium Blazer,2,COMPLETED
MYN-ORD-00023-01,MYN-CUST-00023,tanya.das.23@myntra.demo,9300000023,2025-07-09,3704,INR,Accessories,Summer Floral Dress,1,COMPLETED
MYN-ORD-00023-02,MYN-CUST-00023,tanya.das.23@myntra.demo,9300000023,2026-03-16,2643,INR,Accessories,Casual Sneakers,3,COMPLETED
MYN-ORD-00023-03,MYN-CUST-00023,tanya.das.23@myntra.demo,9300000023,2025-12-14,2926,INR,Sneakers,Summer Floral Dress,1,COMPLETED
MYN-ORD-00024-01,MYN-CUST-00024,riya.nair.24@myntra.demo,9300000024,2025-09-03,2674,INR,Dresses,Printed Kurta,2,COMPLETED
MYN-ORD-00024-02,MYN-CUST-00024,riya.nair.24@myntra.demo,9300000024,2025-12-27,2037,INR,Ethnic Wear,Slim Fit Denim,3,COMPLETED
MYN-ORD-00024-03,MYN-CUST-00024,riya.nair.24@myntra.demo,9300000024,2026-01-02,1214,INR,Denim,Linen Shirt,1,COMPLETED
MYN-ORD-00024-04,MYN-CUST-00024,riya.nair.24@myntra.demo,9300000024,2025-12-06,2918,INR,Sneakers,Linen Shirt,2,COMPLETED
MYN-ORD-00025-01,MYN-CUST-00025,samar.singh.25@myntra.demo,9300000025,2025-09-24,5271,INR,Accessories,Casual Sneakers,3,COMPLETED
MYN-ORD-00025-02,MYN-CUST-00025,samar.singh.25@myntra.demo,9300000025,2026-05-26,3624,INR,Sneakers,Summer Floral Dress,1,COMPLETED
MYN-ORD-00025-03,MYN-CUST-00025,samar.singh.25@myntra.demo,9300000025,2025-06-17,6584,INR,Accessories,Linen Shirt,2,COMPLETED
MYN-ORD-00025-04,MYN-CUST-00025,samar.singh.25@myntra.demo,9300000025,2025-12-14,6034,INR,Denim,Printed Kurta,2,COMPLETED
MYN-ORD-00026-01,MYN-CUST-00026,ananya.jain.26@myntra.demo,9300000026,2025-11-16,1691,INR,Sneakers,Printed Kurta,3,COMPLETED
MYN-ORD-00026-02,MYN-CUST-00026,ananya.jain.26@myntra.demo,9300000026,2025-12-05,812,INR,Ethnic Wear,Printed Kurta,2,COMPLETED
MYN-ORD-00026-03,MYN-CUST-00026,ananya.jain.26@myntra.demo,9300000026,2026-06-06,4502,INR,Denim,Premium Blazer,1,COMPLETED
MYN-ORD-00026-04,MYN-CUST-00026,ananya.jain.26@myntra.demo,9300000026,2026-04-29,3008,INR,Premium Wear,Summer Floral Dress,3,COMPLETED
MYN-ORD-00027-01,MYN-CUST-00027,meera.mehta.27@myntra.demo,9300000027,2025-10-26,6973,INR,Premium Wear,Leather Handbag,1,COMPLETED
MYN-ORD-00028-01,MYN-CUST-00028,priya.sharma.28@myntra.demo,9300000028,2026-06-07,4464,INR,Accessories,Slim Fit Denim,2,COMPLETED
MYN-ORD-00028-02,MYN-CUST-00028,priya.sharma.28@myntra.demo,9300000028,2025-09-27,6499,INR,Sneakers,Slim Fit Denim,1,COMPLETED
MYN-ORD-00029-01,MYN-CUST-00029,kabir.jain.29@myntra.demo,9300000029,2026-03-23,4909,INR,Denim,Casual Sneakers,1,COMPLETED
MYN-ORD-00029-02,MYN-CUST-00029,kabir.jain.29@myntra.demo,9300000029,2025-08-12,5478,INR,Ethnic Wear,Leather Handbag,2,COMPLETED
MYN-ORD-00029-03,MYN-CUST-00029,kabir.jain.29@myntra.demo,9300000029,2026-01-22,1355,INR,Dresses,Summer Floral Dress,1,COMPLETED
MYN-ORD-00030-01,MYN-CUST-00030,samar.malhotra.30@myntra.demo,9300000030,2025-05-10,3175,INR,Premium Wear,Summer Floral Dress,1,COMPLETED
MYN-ORD-00030-02,MYN-CUST-00030,samar.malhotra.30@myntra.demo,9300000030,2025-10-27,1792,INR,Ethnic Wear,Premium Blazer,1,COMPLETED
MYN-ORD-00030-03,MYN-CUST-00030,samar.malhotra.30@myntra.demo,9300000030,2025-08-11,1675,INR,Premium Wear,Leather Handbag,1,COMPLETED
MYN-ORD-00031-01,MYN-CUST-00031,dev.das.31@myntra.demo,9300000031,2026-05-27,1645,INR,Accessories,Slim Fit Denim,3,COMPLETED
MYN-ORD-00031-02,MYN-CUST-00031,dev.das.31@myntra.demo,9300000031,2026-05-04,794,INR,Dresses,Premium Blazer,2,COMPLETED
MYN-ORD-00031-03,MYN-CUST-00031,dev.das.31@myntra.demo,9300000031,2026-01-14,6435,INR,Dresses,Leather Handbag,2,COMPLETED
MYN-ORD-00031-04,MYN-CUST-00031,dev.das.31@myntra.demo,9300000031,2026-05-02,5623,INR,Sneakers,Casual Sneakers,2,COMPLETED
MYN-ORD-00032-01,MYN-CUST-00032,sneha.mehta.32@myntra.demo,9300000032,2025-07-17,4777,INR,Sneakers,Summer Floral Dress,3,COMPLETED
MYN-ORD-00033-01,MYN-CUST-00033,yash.nair.33@myntra.demo,9300000033,2025-08-29,5393,INR,Sneakers,Printed Kurta,1,COMPLETED
MYN-ORD-00033-02,MYN-CUST-00033,yash.nair.33@myntra.demo,9300000033,2026-04-22,2417,INR,Premium Wear,Slim Fit Denim,3,COMPLETED
MYN-ORD-00033-03,MYN-CUST-00033,yash.nair.33@myntra.demo,9300000033,2025-06-08,4242,INR,Accessories,Linen Shirt,2,COMPLETED
MYN-ORD-00033-04,MYN-CUST-00033,yash.nair.33@myntra.demo,9300000033,2025-06-07,3897,INR,Sneakers,Premium Blazer,3,COMPLETED
MYN-ORD-00033-05,MYN-CUST-00033,yash.nair.33@myntra.demo,9300000033,2025-12-29,7270,INR,Accessories,Summer Floral Dress,2,COMPLETED
MYN-ORD-00033-06,MYN-CUST-00033,yash.nair.33@myntra.demo,9300000033,2025-12-16,4638,INR,Accessories,Casual Sneakers,2,COMPLETED
MYN-ORD-00034-01,MYN-CUST-00034,neha.das.34@myntra.demo,9300000034,2026-05-16,6248,INR,Accessories,Linen Shirt,2,COMPLETED
MYN-ORD-00034-02,MYN-CUST-00034,neha.das.34@myntra.demo,9300000034,2025-09-17,5578,INR,Ethnic Wear,Slim Fit Denim,3,COMPLETED
MYN-ORD-00034-03,MYN-CUST-00034,neha.das.34@myntra.demo,9300000034,2025-11-29,1146,INR,Denim,Summer Floral Dress,3,COMPLETED
MYN-ORD-00034-04,MYN-CUST-00034,neha.das.34@myntra.demo,9300000034,2025-12-23,4043,INR,Dresses,Printed Kurta,2,COMPLETED
MYN-ORD-00035-01,MYN-CUST-00035,ishaan.nair.35@myntra.demo,9300000035,2025-07-06,5188,INR,Sneakers,Printed Kurta,1,COMPLETED
MYN-ORD-00036-01,MYN-CUST-00036,arjun.verma.36@myntra.demo,9300000036,2025-11-19,3022,INR,Premium Wear,Leather Handbag,2,COMPLETED
MYN-ORD-00036-02,MYN-CUST-00036,arjun.verma.36@myntra.demo,9300000036,2025-05-10,7459,INR,Ethnic Wear,Printed Kurta,2,COMPLETED
MYN-ORD-00037-01,MYN-CUST-00037,rahul.kumar.37@myntra.demo,9300000037,2026-05-25,2843,INR,Dresses,Premium Blazer,1,COMPLETED
MYN-ORD-00037-02,MYN-CUST-00037,rahul.kumar.37@myntra.demo,9300000037,2026-04-07,3121,INR,Denim,Linen Shirt,1,COMPLETED
MYN-ORD-00037-03,MYN-CUST-00037,rahul.kumar.37@myntra.demo,9300000037,2025-12-17,2620,INR,Premium Wear,Casual Sneakers,2,COMPLETED
MYN-ORD-00037-04,MYN-CUST-00037,rahul.kumar.37@myntra.demo,9300000037,2025-12-25,4979,INR,Accessories,Summer Floral Dress,2,COMPLETED
MYN-ORD-00037-05,MYN-CUST-00037,rahul.kumar.37@myntra.demo,9300000037,2026-01-17,5391,INR,Ethnic Wear,Printed Kurta,1,COMPLETED
MYN-ORD-00038-01,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2025-07-09,1782,INR,Sneakers,Slim Fit Denim,3,COMPLETED
MYN-ORD-00038-02,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2025-08-07,2984,INR,Ethnic Wear,Linen Shirt,2,COMPLETED
MYN-ORD-00038-03,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2026-04-29,3239,INR,Sneakers,Slim Fit Denim,3,COMPLETED
MYN-ORD-00038-04,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2026-03-31,4903,INR,Accessories,Premium Blazer,2,COMPLETED
MYN-ORD-00038-05,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2026-01-18,765,INR,Sneakers,Summer Floral Dress,1,COMPLETED
MYN-ORD-00038-06,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2025-11-22,2105,INR,Accessories,Printed Kurta,3,COMPLETED
MYN-ORD-00038-07,MYN-CUST-00038,tanya.reddy.38@myntra.demo,9300000038,2026-04-25,4225,INR,Accessories,Leather Handbag,1,COMPLETED
MYN-ORD-00039-01,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2025-12-09,6207,INR,Sneakers,Summer Floral Dress,1,COMPLETED
MYN-ORD-00039-02,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2025-11-15,3733,INR,Accessories,Slim Fit Denim,3,COMPLETED
MYN-ORD-00039-03,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2026-06-08,3845,INR,Sneakers,Printed Kurta,1,COMPLETED
MYN-ORD-00039-04,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2025-12-11,6756,INR,Sneakers,Premium Blazer,1,COMPLETED
MYN-ORD-00039-05,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2026-02-12,5403,INR,Sneakers,Summer Floral Dress,1,COMPLETED
MYN-ORD-00039-06,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2026-01-07,4955,INR,Accessories,Summer Floral Dress,2,COMPLETED
MYN-ORD-00039-07,MYN-CUST-00039,kabir.saxena.39@myntra.demo,9300000039,2026-03-25,969,INR,Dresses,Slim Fit Denim,2,COMPLETED
MYN-ORD-00040-01,MYN-CUST-00040,kabir.verma.40@myntra.demo,9300000040,2026-05-12,5893,INR,Dresses,Summer Floral Dress,1,COMPLETED
MYN-ORD-00040-02,MYN-CUST-00040,kabir.verma.40@myntra.demo,9300000040,2025-08-17,5908,INR,Sneakers,Linen Shirt,2,COMPLETED
MYN-ORD-00040-03,MYN-CUST-00040,kabir.verma.40@myntra.demo,9300000040,2025-11-30,1797,INR,Denim,Summer Floral Dress,1,COMPLETED
MYN-ORD-00040-04,MYN-CUST-00040,kabir.verma.40@myntra.demo,9300000040,2025-06-09,6481,INR,Ethnic Wear,Printed Kurta,3,COMPLETED
MYN-ORD-00040-05,MYN-CUST-00040,kabir.verma.40@myntra.demo,9300000040,2025-10-01,1124,INR,Ethnic Wear,Linen Shirt,3,COMPLETED
MYN-ORD-00041-01,MYN-CUST-00041,samar.jain.41@myntra.demo,9300000041,2025-04-30,6986,INR,Dresses,Casual Sneakers,2,COMPLETED
MYN-ORD-00041-02,MYN-CUST-00041,samar.jain.41@myntra.demo,9300000041,2026-02-19,1719,INR,Premium Wear,Premium Blazer,3,COMPLETED
MYN-ORD-00042-01,MYN-CUST-00042,ishaan.singh.42@myntra.demo,9300000042,2026-01-14,7463,INR,Denim,Linen Shirt,1,COMPLETED
MYN-ORD-00042-02,MYN-CUST-00042,ishaan.singh.42@myntra.demo,9300000042,2025-05-06,6662,INR,Denim,Summer Floral Dress,1,COMPLETED
MYN-ORD-00042-03,MYN-CUST-00042,ishaan.singh.42@myntra.demo,9300000042,2025-05-19,3489,INR,Accessories,Casual Sneakers,1,COMPLETED
MYN-ORD-00043-01,MYN-CUST-00043,aryan.mehta.43@myntra.demo,9300000043,2025-07-14,6823,INR,Premium Wear,Printed Kurta,2,COMPLETED
MYN-ORD-00043-02,MYN-CUST-00043,aryan.mehta.43@myntra.demo,9300000043,2026-05-28,7020,INR,Dresses,Slim Fit Denim,3,COMPLETED
MYN-ORD-00044-01,MYN-CUST-00044,rahul.singh.44@myntra.demo,9300000044,2026-04-13,3801,INR,Dresses,Linen Shirt,2,COMPLETED
MYN-ORD-00044-02,MYN-CUST-00044,rahul.singh.44@myntra.demo,9300000044,2025-06-27,4219,INR,Premium Wear,Leather Handbag,1,COMPLETED
MYN-ORD-00045-01,MYN-CUST-00045,tanya.saxena.45@myntra.demo,9300000045,2026-04-01,3701,INR,Dresses,Premium Blazer,3,COMPLETED
MYN-ORD-00045-02,MYN-CUST-00045,tanya.saxena.45@myntra.demo,9300000045,2026-01-16,5901,INR,Accessories,Linen Shirt,3,COMPLETED
MYN-ORD-00046-01,MYN-CUST-00046,karan.bose.46@myntra.demo,9300000046,2025-10-21,7400,INR,Premium Wear,Slim Fit Denim,2,COMPLETED
MYN-ORD-00047-01,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2025-08-01,2309,INR,Denim,Printed Kurta,1,COMPLETED
MYN-ORD-00047-02,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2025-09-09,6445,INR,Denim,Premium Blazer,2,COMPLETED
MYN-ORD-00047-03,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2025-07-08,5136,INR,Dresses,Printed Kurta,1,COMPLETED
MYN-ORD-00047-04,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2025-11-11,3405,INR,Premium Wear,Printed Kurta,3,COMPLETED
MYN-ORD-00047-05,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2026-02-23,4890,INR,Dresses,Casual Sneakers,1,COMPLETED
MYN-ORD-00047-06,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2026-04-21,6981,INR,Dresses,Summer Floral Dress,2,COMPLETED
MYN-ORD-00047-07,MYN-CUST-00047,ishaan.iyer.47@myntra.demo,9300000047,2026-05-26,7272,INR,Premium Wear,Premium Blazer,2,COMPLETED
MYN-ORD-00048-01,MYN-CUST-00048,karan.reddy.48@myntra.demo,9300000048,2026-03-09,2890,INR,Sneakers,Printed Kurta,2,COMPLETED
MYN-ORD-00049-01,MYN-CUST-00049,karan.nair.49@myntra.demo,9300000049,2025-10-28,4788,INR,Ethnic Wear,Leather Handbag,2,COMPLETED
MYN-ORD-00049-02,MYN-CUST-00049,karan.nair.49@myntra.demo,9300000049,2026-03-21,1949,INR,Accessories,Printed Kurta,2,COMPLETED
MYN-ORD-00049-03,MYN-CUST-00049,karan.nair.49@myntra.demo,9300000049,2025-06-13,3611,INR,Accessories,Casual Sneakers,1,COMPLETED
MYN-ORD-00049-04,MYN-CUST-00049,karan.nair.49@myntra.demo,9300000049,2025-11-14,5723,INR,Dresses,Casual Sneakers,1,COMPLETED
MYN-ORD-00050-01,MYN-CUST-00050,nisha.sharma.50@myntra.demo,9300000050,2025-11-07,6874,INR,Premium Wear,Summer Floral Dress,1,COMPLETED
MYN-ORD-00050-02,MYN-CUST-00050,nisha.sharma.50@myntra.demo,9300000050,2025-06-11,4632,INR,Denim,Printed Kurta,1,COMPLETED
MYN-ORD-00051-01,MYN-CUST-00051,varun.nair.51@myntra.demo,9300000051,2025-08-20,1503,INR,Dresses,Slim Fit Denim,2,COMPLETED
MYN-ORD-00051-02,MYN-CUST-00051,varun.nair.51@myntra.demo,9300000051,2025-05-06,5980,INR,Denim,Premium Blazer,2,COMPLETED
MYN-ORD-00052-01,MYN-CUST-00052,priya.reddy.52@myntra.demo,9300000052,2025-06-18,651,INR,Premium Wear,Linen Shirt,2,COMPLETED
MYN-ORD-00052-02,MYN-CUST-00052,priya.reddy.52@myntra.demo,9300000052,2025-06-05,5246,INR,Ethnic Wear,Printed Kurta,2,COMPLETED
MYN-ORD-00052-03,MYN-CUST-00052,priya.reddy.52@myntra.demo,9300000052,2026-04-12,4857,INR,Sneakers,Casual Sneakers,2,COMPLETED
MYN-ORD-00052-04,MYN-CUST-00052,priya.reddy.52@myntra.demo,9300000052,2026-05-15,4359,INR,Premium Wear,Linen Shirt,1,COMPLETED
